GROUP,DEVICE,NUM,UID,X,Y,Z,T_X,T_Y,T_Z,PI IP,NODE ID,DEVICE_TYPE,CONFIG,INSTALLED,NODE_TYPE
TG:5:HU:1,PSB,--,--,3.6227116,2.12241578,-0.626745467,218.3022279,11.8931642,3.914298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,HC2,--,--,3.5621339,2.27555411,-0.657485016,218.3022279,11.8931642,3.914298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,LC1,--,--,3.674109,2.08543203,-0.781846847,218.3022279,11.8931642,3.914298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,RPi,--,--,3.657817,2.13823594,-0.812761851,218.3022279,11.8931642,3.914298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,NC2,--,--,3.6415251,2.19103984,-0.843676854,218.3022279,11.8931642,3.914298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:1,NC1,--,--,3.5855375,2.28610088,-0.781495939,218.3022279,11.8931642,3.914298384,172.23.0.65,24576,actuator,,,HU
TG:5:HU:2,LC1,--,--,3.612225,2.41072772,-1.142550236,218.3022279,11.8931642,3.914298384,172.23.0.65,26467,actuator,,,HU
TG:5:HU:2,NC1,--,--,3.5887984,2.40024559,-1.018538175,218.3022279,11.8931642,3.914298384,172.23.0.65,26467,actuator,,,HU
TG:5:HU:2,NC2,--,--,3.5328398,2.49535684,-0.956408056,218.3022279,11.8931642,3.914298384,172.23.0.65,26467,actuator,,,HU
TG:5:HU:2,PSB,--,--,3.5165738,2.54815354,-0.987349027,218.3022279,11.8931642,3.914298384,172.23.0.65,26467,actuator,,,HU
TG:5:HU:2,HC1,--,--,3.5003078,2.60095023,-1.018289998,218.3022279,11.8931642,3.914298384,172.23.0.65,26467,actuator,,,HU
TG:5:HU:2,HC2,--,--,3.5116733,2.60430044,-1.141122344,218.3022279,11.8931642,3.914298384,172.23.0.65,26467,actuator,,,HU
TG:5:HU:2,LC2,--,--,3.579693,2.5163211,-1.204432178,218.3022279,11.8931642,3.914298384,172.23.0.65,26467,actuator,,,HU
TG:5:HU:2,DR,1,9,2.7730799,2.38141185,-0.712064835,218.3022279,11.8931642,3.914298384,172.23.0.65,26467,actuator,,,HU
TG:5:HU:2,MO,1,25,2.684724,2.48023433,-0.764806627,218.3022279,11.8931642,3.914298384,172.23.0.65,26467,actuator,,,HU
TG:5:HU:2,MO,2,32,2.6974063,2.51840971,-0.907475865,218.3022279,11.8931642,3.914298384,172.23.0.65,26467,actuator,,,HU
TG:5:HU:2,DR,2,22,2.5827029,2.58966286,-1.11831222,218.3022279,11.8931642,3.914298384,172.23.0.65,26467,actuator,,,HU
TG:5:HU:2,MO,3,6,2.5859018,2.58831037,-0.975683173,218.3022279,11.8931642,3.914298384,172.23.0.65,26467,actuator,,,HU
TG:5:HU:2,MO,4,21,2.461696,2.61998251,-0.901247573,218.3022279,11.8931642,3.914298384,172.23.0.65,26467,actuator,,,HU
TG:5:HU:2,MO,5,26,2.4490059,2.58178961,-0.758588611,218.3022279,11.8931642,3.914298384,172.23.0.65,26467,actuator,,,HU
TG:5:HU:2,MO,6,31,2.5605301,2.51194407,-0.690362345,218.3022279,11.8931642,3.914298384,172.23.0.65,26467,actuator,,,HU
TG:5:HU:2,DR,3,29,2.3189883,2.57712893,-0.700046346,218.3022279,11.8931642,3.914298384,172.23.0.65,26467,actuator,,,HU
TG:5:HU:3,LC1,--,--,3.4681876,2.50426813,-0.687887422,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,actuator,,,HU
TG:5:HU:3,NC1,--,--,3.4450459,2.49314078,-0.563878079,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,actuator,,,HU
TG:5:HU:3,NC2,--,--,3.3891174,2.58787731,-0.501151162,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,actuator,,,HU
TG:5:HU:3,PSB,--,--,3.372724,2.64080925,-0.531792375,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,actuator,,,HU
TG:5:HU:3,HC1,--,--,3.3563306,2.69374118,-0.562433588,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,actuator,,,HU
TG:5:HU:3,HC2,--,--,3.3794723,2.70486853,-0.686442931,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,actuator,,,HU
TG:5:HU:3,LC2,--,--,3.4354007,2.61013201,-0.749169848,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,actuator,,,HU
TG:5:HU:3,SD,1,3,3.4517942,2.55720007,-0.718528635,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,sensor,,,HU
TG:5:HU:3,AMP1,--,--,2.8516855,2.37829876,-0.442012795,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,actuator,,,HU
TG:5:HU:3,AMP2,--,--,2.912308,2.27065967,-0.414148723,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,actuator,,,HU
TG:5:HU:3,OS,--,--,2.8796836,2.21684012,-0.407182705,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,actuator,,,HU
TG:5:HU:3,LS,--,--,2.8470593,2.16302057,-0.400216687,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,actuator,,,HU
TG:5:HU:3,LC2,--,--,2.7841237,2.16302057,-0.407182705,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,actuator,,,HU
TG:5:HU:3,DA,--,--,2.721188,2.16302057,-0.414148723,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,actuator,,,HU
TG:5:GE:3,GE,1,18,2.6605655,2.27065967,-0.442012795,218.3022279,11.8931642,3.914298384,172.23.0.65,444444,sensor,,,GN
TG:5:HU:3,WT,1,3,2.7258142,2.37829876,-0.455944831,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,actuator,,,HU
TG:5:HU:3,MO,6,31,2.3326708,2.30310151,-0.372741556,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,actuator,,,HU
TG:5:HU:3,MO,5,26,2.1924279,2.26426686,-0.344551619,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,actuator,,,HU
TG:5:HU:3,MO,4,21,2.0810038,2.33407304,-0.412986668,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,actuator,,,HU
TG:5:HU:3,MO,3,6,2.1098264,2.4427618,-0.509571978,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,actuator,,,HU
TG:5:HU:3,MO,1,25,2.3614932,2.4117726,-0.469339581,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,actuator,,,HU
TG:5:HU:3,DR,3,29,2.1671363,2.13772578,-0.283700976,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,actuator,,,HU
TG:5:HU:3,DR,2,22,2.0079939,2.48157452,-0.601648408,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,actuator,,,HU
TG:5:HU:3,MO,2,32,2.2500714,2.48162109,-0.537729962,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,actuator,,,HU
TG:5:HU:3,DR,1,9,2.4928417,2.42193968,-0.524090903,218.3022279,11.8931642,3.914298384,172.23.0.65,246578,actuator,,,HU
TG:1:HU:3,NC1,--,--,3.1245961,0.89747085,-0.554540384,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,actuator,,,HU
TG:1:HU:3,NC2,--,--,3.1532358,0.95307293,-0.444422969,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,actuator,,,HU
TG:1:HU:3,PSB,--,--,3.2002551,0.99538941,-0.441608576,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,actuator,,,HU
TG:1:HU:3,HC1,--,--,3.2472744,1.03770588,-0.438794184,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,actuator,,,HU
TG:1:HU:3,HC2,--,--,3.3126732,1.06673674,-0.543282813,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,actuator,,,HU
TG:1:HU:3,LC2,--,--,3.2840335,1.01113465,-0.653400227,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,actuator,,,HU
TG:1:HU:3,SD,1,16,3.2370142,0.96881818,-0.65621462,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,sensor,,,HU
TG:1:HU:3,LC1,--,--,3.1899949,0.92650171,-0.659029013,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,actuator,,,HU
TG:1:HU:3,DA,--,--,2.5172879,1.23927533,-0.414148913,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,actuator,,,HU
TG:1:HU:3,LC2,--,--,2.5802236,1.23927533,-0.407182895,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,actuator,,,HU
TG:1:HU:3,LS,--,--,2.6431592,1.23927533,-0.400216877,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,actuator,,,HU
TG:1:HU:3,OS,--,--,2.6757835,1.29309488,-0.407182895,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,actuator,,,HU
TG:1:HU:3,AMP2,--,--,2.7084079,1.34691442,-0.414148913,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,actuator,,,HU
TG:1:HU:3,AMP1,--,--,2.6477854,1.45455352,-0.442012984,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,actuator,,,HU
TG:1:GE:3,GE,1,18,2.4566654,1.34691442,-0.442012984,218.3022279,11.8931642,3.914298384,172.23.0.61,555555,sensor,,,GN
TG:1:HU:3,WT,1,3,2.5219141,1.45455352,-0.45594502,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,actuator,,,HU
TG:1:HU:3,MO,6,31,2.3843043,1.73361287,-0.282523251,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,actuator,,,HU
TG:1:HU:3,DR,3,29,2.1424637,1.79336303,-0.257582353,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,actuator,,,HU
TG:1:HU:3,MO,5,26,2.2792272,1.83361314,-0.252033603,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,actuator,,,HU
TG:1:HU:3,MO,4,21,2.3112367,1.97829197,-0.255906966,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,actuator,,,HU
TG:1:HU:3,DR,2,22,2.4682681,2.15817043,-0.331174784,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,actuator,,,HU
TG:1:HU:3,MO,3,6,2.4483492,2.02296782,-0.290213339,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,actuator,,,HU
TG:1:HU:3,MO,2,32,2.5534355,1.92296175,-0.320664053,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,actuator,,,HU
TG:1:HU:3,MO,1,25,2.5214071,1.77828794,-0.316849101,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,actuator,,,HU
TG:1:HU:3,DR,1,9,2.6090545,1.68678695,-0.382415971,218.3022279,11.8931642,3.914298384,172.23.0.61,234569,actuator,,,HU
TG:1:HU:2,NC1,--,--,3.2821557,0.91028207,-1.013910541,218.3022279,11.8931642,3.914298384,172.23.0.61,213479,actuator,,,HU
TG:1:HU:2,NC2,--,--,3.3113077,0.96624879,-0.904112728,218.3022279,11.8931642,3.914298384,172.23.0.61,213479,actuator,,,HU
TG:1:HU:2,PSB,--,--,3.3583854,1.00852188,-0.901643421,218.3022279,11.8931642,3.914298384,172.23.0.61,213479,actuator,,,HU
TG:1:HU:2,HC1,--,--,3.405463,1.05079497,-0.899174114,218.3022279,11.8931642,3.914298384,172.23.0.61,213479,actuator,,,HU
TG:1:HU:2,HC2,--,--,3.4588129,1.08723865,-1.004311302,218.3022279,11.8931642,3.914298384,172.23.0.61,213479,actuator,,,HU
TG:1:HU:2,LC2,--,--,3.4413144,1.02340771,-1.113831126,218.3022279,11.8931642,3.914298384,172.23.0.61,213479,actuator,,,HU
TG:1:HU:2,LC1,--,--,3.3471591,0.93886153,-1.118769739,218.3022279,11.8931642,3.914298384,172.23.0.61,213479,actuator,,,HU
TG:1:HU:2,MO,5,26,2.8062509,1.86192376,-0.496009206,218.3022279,11.8931642,3.914298384,172.23.0.61,213479,actuator,,,HU
TG:1:HU:2,MO,4,21,2.8959401,1.915398,-0.601212147,218.3022279,11.8931642,3.914298384,172.23.0.61,213479,actuator,,,HU
TG:1:HU:2,MO,6,31,2.7743319,1.71722172,-0.492351329,218.3022279,11.8931642,3.914298384,172.23.0.61,213479,actuator,,,HU
TG:1:HU:2,MO,3,6,2.9536919,1.82417254,-0.702767706,218.3022279,11.8931642,3.914298384,172.23.0.61,213479,actuator,,,HU
TG:1:HU:2,MO,1,25,2.8320509,1.62599805,-0.593930539,218.3022279,11.8931642,3.914298384,172.23.0.61,213479,actuator,,,HU
TG:1:HU:2,DR,2,22,3.0062957,1.87989397,-0.823113319,218.3022279,11.8931642,3.914298384,172.23.0.61,213479,actuator,,,HU
TG:1:HU:2,MO,2,32,2.9217262,1.67947739,-0.699149411,218.3022279,11.8931642,3.914298384,172.23.0.61,213479,actuator,,,HU
TG:1:HU:2,DR,1,9,2.7719205,1.49810309,-0.613464011,218.3022279,11.8931642,3.914298384,172.23.0.61,213479,actuator,,,HU
TG:1:HU:1,PSB,--,--,3.027234,0.6869182,-1.006635221,218.3022279,11.8931642,3.914298384,172.23.0.61,231657,actuator,,,HU
TG:1:HU:1,HC1,--,--,2.9790428,0.6475041,-0.995078398,218.3022279,11.8931642,3.914298384,172.23.0.61,231657,actuator,,,HU
TG:1:HU:1,HC2,--,--,2.9317403,0.63794582,-0.87799388,218.3022279,11.8931642,3.914298384,172.23.0.61,231657,actuator,,,HU
TG:1:HU:1,NC1,--,--,2.9808201,0.70721574,-0.784023009,218.3022279,11.8931642,3.914298384,172.23.0.61,231657,actuator,,,HU
TG:1:HU:1,NC2,--,--,3.0772024,0.78604394,-0.807136656,218.3022279,11.8931642,3.914298384,172.23.0.61,231657,actuator,,,HU
TG:1:HU:1,RPi,--,--,3.1008537,0.79082308,-0.865678915,218.3022279,11.8931642,3.914298384,172.23.0.61,231657,actuator,,,HU
TG:1:HU:1,LC2,--,--,3.0754251,0.72633231,-1.018192044,218.3022279,11.8931642,3.914298384,172.23.0.61,231657,actuator,,,HU
TG:1:HU:1,LC1,--,--,3.1245049,0.79560223,-0.924221173,218.3022279,11.8931642,3.914298384,172.23.0.61,231657,actuator,,,HU
TG:1:HU:1,DR,3,29,2.5710689,1.24434444,-0.714718633,218.3022279,11.8931642,3.914298384,172.23.0.61,231657,actuator,,,HU
TG:1:HU:1,MO,6,31,2.6712356,1.21479212,-0.942253891,218.3022279,11.8931642,3.914298384,172.23.0.61,231657,actuator,,,HU
TG:1:HU:1,MO,5,26,2.680362,1.26661093,-0.803681172,218.3022279,11.8931642,3.914298384,172.23.0.61,231657,actuator,,,HU
TG:1:HU:1,MO,4,21,2.7792672,1.37183668,-0.770261603,218.3022279,11.8931642,3.914298384,172.23.0.61,231657,actuator,,,HU
TG:1:HU:1,MO,3,6,2.869092,1.42520148,-0.875411141,218.3022279,11.8931642,3.914298384,172.23.0.61,231657,actuator,,,HU
TG:1:HU:1,MO,2,32,2.8599896,1.37335105,-1.013976137,218.3022279,11.8931642,3.914298384,172.23.0.61,231657,actuator,,,HU
TG:1:HU:1,MO,1,25,2.7610432,1.2681702,-1.04740475,218.3022279,11.8931642,3.914298384,172.23.0.61,231657,actuator,,,HU
TG:1:HU:1,DR,2,22,2.9346386,1.54990788,-0.852910052,218.3022279,11.8931642,3.914298384,172.23.0.61,231657,actuator,,,HU
TG:1:HU:1,DR,1,9,2.7265432,1.24732998,-1.184258457,218.3022279,11.8931642,3.914298384,172.23.0.61,231657,actuator,,,HU
